"","project_name","description","clean_address","geocodio_latitude","geocodio_longitude"
"140","4516 BRIDAL VEIL DR","Abilene S402 B Left New - 1 Story SFR w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.","4516 BRIDAL VEIL DRIVE",30.125483,-97.792464
"141","12405 SAINT THOMAS DR","Briscoe 820-Q-L Is a New one-story single-family residence with (3) bedrooms (2) bathrooms an attached two-car garage and a covered entry porch and patio.","12405 SAINT THOMAS DRIVE",30.180361,-97.619768
"142","12312 SAINT THOMAS DR","Reynolds 890-P-L Is a New two-story single-family residence with (5) bedrooms (3) bathrooms an attached two-car garage and a covered entry porch and patio.","12312 SAINT THOMAS DRIVE",30.180936,-97.619923
"143","4709 MENCHACA RD","New Construction 2 story single family residence. 2 bedroom 1 1/2 bath. No covered parking Outdoor covered patio.","4709 MENCHACA ROAD",30.2241,-97.791749
"144","9304 FURMAN DR","Boone S413 B Left New - 1 Story SFR w/ 4 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.","9304 FURMAN DRIVE",30.143002,-97.73583
"145","9120 GOLDEN LION DR","New 1-story single family residence 4 bed/3.5 bath attached garage covered porch and covered patio green building","9120 GOLDEN LION DRIVE",30.14318,-97.710274
"146","12404 SAINT THOMAS DR","Hughes 841-O-R Is a New one-story single-family residence with (4) bedrooms (3) bathrooms an attached two-car garage and a covered entry porch and patio.","12404 SAINT THOMAS DRIVE",30.180726,-97.61948
"147","8901 PEAFOWL ST","*Green Building* New 2-story 4 bedroom 3 bathroom single family residence with attached garage covered front porch and rear covered patio.","8901 PEAFOWL STREET",30.143457,-97.711898
"148","8004 BIRD SONG CIR","New construction of 2 story Duplex Condo each with 3 beds 2.5 baths and attached garage (Unit A)","8004 BIRD SONG CIR",30.190377,-97.809156
"149","6312 MC MURTRY ST","*Smart Housing*Green Building* New construction single-family residential 1-story 4 bedroom 2 bath with attached 2-car garage covered front porch and covered rear patio.","6312 MC MURTRY STREET",30.142936,-97.753178
"150","8006 BIRD SONG CIR","New construction of 2 story Duplex Condo each with 3 beds 2.5 baths and attached garage (Unit B)","8006 BIRD SONG CIR",30.190367,-97.809268
"151","7202 EAGLE ROSE RD","New construction of single family dwelling with 3 bedrooms and 2 baths 2 car garage rear patio and front porch

PUD","7202 EAGLE ROSE ROAD",30.150758,-97.729489
"152","107 E 47TH ST","New 2-story 3 bedroom 4 bathroom single family residence with attached carport covered front porch and rear screened patio.","107 EAST 47TH STREET",30.311103,-97.726123
"153","4610 AVENUE F","New 2-story 3 bedroom 2.5 bathroom single family residence with covered porch and screened patio.","4610 AVENUE F",30.310987,-97.725854
"154","5001 PECAN SPRINGS RD BLDG 36","SP Condo: New 3 story SFR with 2 car garage 3 bedrooms 2.5 baths","5001 PECAN SPRINGS ROAD BLDG 36",30.294255,-97.681378
"155","13301 KINCANE DR","2458BL NEW 2 STORY 4 BEDROOM 3 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO","13301 KINCANE DRIVE",30.14942,-97.627779
"156","937 E 53RD ST","BLDG 3: 3 stroy SFR with 4 bedrooms 3 bath covered patio an attached carport.","937 EAST 53RD STREET",30.312996,-97.710796
"157","12924 STAYWELL WAY","2897BR NEW 2 STORY 4 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO","12924 STAYWELL WAY",30.152607,-97.629741
"158","937 E 53RD ST","BLDG 2: 3 stroy SFR with 4 bedrooms 3 bath covered patio an attached carport.","937 EAST 53RD STREET",30.312996,-97.710796
"159","8116 BIRD SONG CIR","New two-story SFR w/ 4bedrooms 3.5 bathrooms covered porch at front at rear and attached 2 car garage.","8116 BIRD SONG CIR",30.189341,-97.809146
"160","9701 MURMURING CREEK DR BLDG 2","New 1-story 2 bedroom 1 bathroom dwelling unit.","9701 MURMURING CREEK DRIVE BLDG 2",30.248955,-97.913522
"161","5223 RAGWEED DR","Coolidge 1027-V-R New 2-Story Single Family Residence with (4) bedrooms (3) bathrooms Attached Garage Covered Patio & Porch Cafe & Loft","5223 RAGWEED DRIVE",30.36538,-97.623544
"162","2608 BARTON HILLS DR BLDG 2","New construction two-unit use single-family residential 1-story 2 bedroom 1 bath with covered patio.","2608 BARTON HILLS DRIVE BLDG 2",30.25314,-97.793562
"163","2012 GOODRICH AVE BLDG 1","ePlan: Residential Expedited Review - New TWO UNIT RES. 
Bldg 1 New construction of a 2-Story Single Family Res. [4bed 4.5bath]","2012 GOODRICH AVE BLDG 1",30.250779,-97.772278
"164","2012 GOODRICH AVE BLDG 2","ePlan: Residential Expedited Review - New TWO UNIT RES. 
Bldg 2 New construction of a 2-Story SF Res [4bed 4.5bath] with attached Garage","2012 GOODRICH AVE BLDG 2",30.250779,-97.772278
"165","8102 BIRD SONG CIR","New construction of 2 story Duplex Condo each with 3 beds 2.5 baths and attached garage (8100 and 8102 bird song) - Unit B","8102 BIRD SONG CIR",30.189641,-97.809723
"166","8100 BIRD SONG CIR","New construction of 2 story Duplex Condo each with 3 beds 2.5 baths and attached garage (8100 and 8102 bird song) - Unit A","8100 BIRD SONG CIR",30.189663,-97.809643
"167","6400 LAUTNER LN","New construction of 2 story sfr condo with 3 beds 2.5 baths and attached 2 car garage

PUD","6400 LAUTNER LANE",30.148457,-97.753646
"168","605 E 55TH ST BLDG 2","*Type 2 RESIDENTIAL AFFORDABLE HOUSING DEVELOPMENT BONUS PROGRAM* 
ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 1.5bath]. Bldg 2","605 EAST 55TH STREET BLDG 2",30.317744,-97.715812
"169","5001 PECAN SPRINGS RD BLDG 8","SP Condo: New 3 story single family residence with 3 bedrooms 3.5 baths covered patio and 2 car garage","5001 PECAN SPRINGS ROAD BLDG 8",30.294255,-97.681378
"170","14717 INCH WORM RD","New 1-story single family residence 4 bedroom 2 bath 2 car garage covered patio and porch","14717 INCH WORM ROAD",30.160328,-97.597095
"171","605 E 55TH ST BLDG 3","*Type 2 RESIDENTIAL AFFORDABLE HOUSING DEVELOPMENT BONUS PROGRAM* 
ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 1.5bath]. Bldg 3","605 EAST 55TH STREET BLDG 3",30.317744,-97.715812
"172","4203 PRICKLY PEAR DR","ePlan: Residential Expedited Review - New Construction of a 2-Story Single Family Res. [4bed 3.5bath] with attached garage","4203 PRICKLY PEAR DRIVE",30.362463,-97.768023
"173","605 E 55TH ST BLDG 1","*Type 2 RESIDENTIAL AFFORDABLE HOUSING DEVELOPMENT BONUS PROGRAM* 
ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 1.5bath]. Bldg 1","605 EAST 55TH STREET BLDG 1",30.317744,-97.715812
"174","8617 DONGAN DR","New two-story SFR (3 br/2ba) with attached garage covered patio and covered porch  New second floor dwelling-unit  garage apartment.  1 bathroom. *PRODUCTION BUILDER- GREEN BUILDING*","8617 DONGAN DRIVE",30.139647,-97.714279
"175","9305 DINGO DR","New construction single-family residential 2-story 5 bedroom 4.5 bath with attached 3-car garage covered front porch and covered rear patio.","9305 DINGO DRIVE",30.140672,-97.710044
"176","14909 LEMON ICE TRL","NEW 2 STORY SINGLE-FAMILY RESIDENCE ATTACHED GARAGE COVERED PORCH AND PATIO","14909 LEMON ICE TRAIL",30.158411,-97.595445
"177","5714 FORKS RD","*SMART Housing* *Green Building* New 2-story 2 bedroom 2.5 bathroom single family condo residence with attached garage covered front porch and rear covered patio.","5714 FORKS ROAD",30.148545,-97.752805
"178","9505 BUCKSTITCH SADDLE DR","New two-story SFR (4br/3ba) with attached garage covered patio and covered porch *PRODUCTION BUILDER- GREEN BUILDING*","9505 BUCKSTITCH SADDLE DRIVE",30.32547,-97.592255
"179","8023 BIRD SONG CIR","SP Condo: New construction of a 2-story single family dwelling in a condo regime. 3 bedroom 2.5 bath with attached garage","8023 BIRD SONG CIR",30.189705,-97.809345
"180","6312 ROTUNDA VW","New construction of 2 story SFR with 3 beds 2.5 baths 2 car garage alley access

PUD","6312 ROTUNDA VW",30.14388,-97.75329
"181","1013 BRICKELL LOOP","New construction of SFR Condo with 3 beds 2.5 baths and attached 2 car garage

PUD","1013 BRICKELL LOOP",30.149763,-97.704946
"182","3105 NORTHEAST DR","ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 1: New construction of a 2-Story Single Family Res. [4bed 3bath] with Attached Garage. 3105 Northeast Dr.","3105 NORTHEAST DRIVE",30.310113,-97.673295
"183","6403 ARNOLD DR","ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 3: New construction of a 2-Story Single Family Res. [4bed 3bath] with Attached Garage. 6403 Arnold Dr.","6403 ARNOLD DRIVE",30.310224,-97.673521
"184","6401 ARNOLD DR","ePlan: Residential Expedited Review - New THREE UNIT RES.
Bldg 2: New construction of a 2-Story Single Family Res. [4bed 3bath] with Attached Garage. 6401 Arnold Dr.","6401 ARNOLD DRIVE",30.310036,-97.673577
"185","17110 RADIANT DR","New construction of 1 story SFR 4 beds 2 baths

PUD","17110 RADIANT DRIVE",30.287208,-97.552217
"186","7604 MULLEN DR","ePlan: Residential Expedited Review - New construction of a 1-Story Single Family Res. [5bed 4bath] with Attached Garage.","7604 MULLEN DRIVE",30.350488,-97.728396
"187","902 W JOHANNA ST BLDG 1","Building 1 Home: New construction of two-unit residential homes.","902 WEST JOHANNA STREET BLDG 1",30.247219,-97.761463
"188","11209 GOLDEN CLOUD BND","New two-story SFR *PRODUCTION BUILDER- GREEN BUILDING*","11209 GOLDEN CLOUD BND",30.329855,-97.570691
"189","17244 RADIANT DR","*SMART Housing* *Green Building* New 1-story 4 bedroom 2 bathroom single family residence with covered front porch and rear covered patio.","17244 RADIANT DRIVE",30.286151,-97.549439
"190","13316 KINCANE DR","1360BR NEW 1 STORY 3 BEDROOM 2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO","13316 KINCANE DRIVE",30.149476,-97.627197
"191","14900 FROG POND CV","New construction of 1 story sfr attached garage covered porch and patio

PUD","14900 FROG POND CV",30.156741,-97.594956
"192","4708 GONZALES ST--BLDG 2","ePlan: Residential Expedited Review - New Two Units: Bldg 2 New Construction of 2-Story Single Family Res.[3bed 2.5bath] with attached carport","4708 GONZALES STREET BLDG 2",30.256406,-97.699212
"193","14709 INCH WORM RD","New two-story single family residence with covered patio porch two-car garage.","14709 INCH WORM ROAD",30.160101,-97.597456
"194","3525 STONERIDGE RD","ePlan: Residential Expedited Review - TWO Unit - Unit 2 (3525 Stoneridge Dr) New construction of a 1-Story Single Family Res. [1bed 2bath] with outdoor kitchen","3525 STONERIDGE ROAD",30.264359,-97.812391
"195","2500 SPRING CREEK DR","ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [5bed 5bath] with Attached Garage.","2500 SPRING CREEK DRIVE",30.260207,-97.776454
"196","14912 FROG POND CV","New 1 story single family residence with covered porch and patio 4 bedroom 2 bathroom.","14912 FROG POND CV",30.156644,-97.594464
"197","9404 LILT DR BLDG 1","New 1-story single family residence 4 bed/2 bath with covered porch and patio Smart Housing Green building","9404 LILT DRIVE BLDG 1",30.285738,-97.549608
"198","14908 FROG POND CV","PB- New Construction of 1 story single family residence 4 bedrooms 2 baths  2- car garage covered porch covered patio.","14908 FROG POND CV",30.156651,-97.594629
"199","8009 ERMIS FARM RD","New construction of a 2-story single family dwelling in a condo regime. 3 bedroom 2.5 bath with attached garage","8009 ERMIS FARM ROAD",30.189971,-97.808636
"200","9404 GAMBOL DR","New construction single-family residential 1-story 4 bedroom 2 bath with covered front porch covered rear patio and covered exterior storage.","9404 GAMBOL DRIVE",30.287141,-97.553045
"201","14904 FROG POND CV","- PUD 15 front setback  5 rear setback 5 side setback max impervious coverage is 60% max building coverage is 55% small-lot single family.
PUD","14904 FROG POND CV",30.156712,-97.594787
"202","9404 LILT DR BLDG 7","*SMART Housing* *Green Building* New 1-story 4 bedroom 2 bathroom single family residence with covered front porch and rear covered patio.","9404 LILT DRIVE BLDG 7",30.285738,-97.549608
"203","902 W JOHANNA ST BLDG 2","Building 2 2 Story SFR rear of main house with alley access - ADU / Garage","902 WEST JOHANNA STREET BLDG 2",30.247219,-97.761463
"204","4708 GONZALES ST--BLDG 1","ePlan: Residential Expedited Review - New Two Units: Bldg1 New Construction of 3-Story Single Family Res. [4bed 3.5bath] with attached carport","4708 GONZALES STREET BLDG 1",30.256406,-97.699212
"205","7004 FROG POND BND","NEW 1 STORY SINGLE-FAMILY RESIDENCE ATTACHED GARAGE COVERED PORCH AND PATIO","7004 FROG POND BND",30.157432,-97.595019
"206","14713 INCH WORM RD","New 1-story single family residence covered porch and patio 2-car garage.","14713 INCH WORM ROAD",30.160105,-97.597283
"207","5001 PECAN SPRINGS RD","New 3 story single family residence with 2 car garage","5001 PECAN SPRINGS ROAD",30.294255,-97.681378
"208","17220 RADIANT DR","New construction of 1 story SFR 4 beds 2 baths

PUD","17220 RADIANT DRIVE",30.2863,-97.55021
"209","1911 PASADENA DR","ePlan: Residential Expedited Review - New Construction of 2-Story Single Family Res [5bed 4.5bath] with Habitable Attic  and attached garage","1911 PASADENA DRIVE",30.347706,-97.730916
"210","1174 OAK GROVE AVE--BLDG 2","ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 3.5bath]. Bldg 2","1174 OAK GROVE AVE BLDG 2",30.274362,-97.702927
"211","11225 ZIP COCHISE WAY","PB- New construction 4 bed 2.5 bath

PUD","11225 ZIP COCHISE WAY",30.328759,-97.570926
"212","1174 OAK GROVE AVE--BLDG 1","ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 2.5bath] with Attached Carport. Bldg 1","1174 OAK GROVE AVE BLDG 1",30.274362,-97.702927
"213","9117 CALVERT WAY","*Green Building* New 2-story 5 bedroom 4.5 bathroom single family residence with attached garage covered front porch and rear covered patio.","9117 CALVERT WAY",30.142038,-97.710884
"214","1174 OAK GROVE AVE--BLDG 3","ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 2.5bath] with Attached Carport. Bldg 3","1174 OAK GROVE AVE BLDG 3",30.274362,-97.702927
"215","12183 WINDY RIDGE RD","New 2-story single family residence 4 bed/3.5 bath attached garage covered patio and porch water service by well and septic for WW.","12183 WINDY RIDGE ROAD",30.452804,-97.834028
"216","8013 ERMIS FARM RD","PB Condo: New construction of a 2-story single family dwelling in a condo regime. 3 bedrooms 2.5 bath with attached garage","8013 ERMIS FARM ROAD",30.189773,-97.808688
"217","8014 ERMIS FARM RD","New construction of 2 story SFR condo - 3 beds 2.5 baths attached garage covered patio","8014 ERMIS FARM ROAD",30.189641,-97.808987
"218","8705 SILVERHILL LN","ePlan: Residential Expedited Review - New Construction of 2-Story SF Res [5bed 4bath] with attached garage","8705 SILVERHILL LANE",30.380646,-97.74841
"219","6315 LAUTNER LN","New construction of 2 story sfr condo with 3 beds 2.5 baths and attached 2 car garage

PUD","6315 LAUTNER LANE",30.148117,-97.753791
"220","7606 STONEYWOOD DR","New 2 story SFR 6 bedrooms 5.5 bathrooms with attached garage","7606 STONEYWOOD DRIVE",30.365486,-97.759655
"221","8202 ELIJAH CRAIG WAY","*Green Building* New 2-story 4 bedroom 3.5 bathroom single family residence with attached garage covered front porch and rear covered patio.","8202 ELIJAH CRAIG WAY",30.152767,-97.730231
"222","11225 KOKO CAYUSE TRL","PB: New construction of 2 story SFR with attached garage and covered porch and patio 4/3","11225 KOKO CAYUSE TRAIL",30.330785,-97.569269
"223","7205 EAGLE ROSE RD","New 1-story single family residence 3 bedrooms/2 bathrooms attached garage covered porch and patio

PUD","7205 EAGLE ROSE ROAD",30.150304,-97.729594
"224","8015 ERMIS FARM RD","New construction of a 2-story single family dwelling in a condo regime. 3 bedroom 2.5 bath with attached garage","8015 ERMIS FARM ROAD",30.189679,-97.808725
"225","8626 CHALGRIN PL","*Green Building* New 1-story 3 bedroom 2 bathroom single family residence with attached garage covered front porch and side covered patio.","8626 CHALGRIN PLACE",30.139275,-97.713535
"226","7245 DUNAWAY PASS","1780CR NEW 2 STORY 3 BEDROOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH","7245 DUNAWAY PASS",30.149069,-97.626255
"227","9505 GOLDEN LION DR","New construction of sfr 4 beds 3 baths with attached garage and covered porch and patio 

PUD","9505 GOLDEN LION DRIVE",30.14139,-97.707702
"228","12912 STAYWELL WAY","2070CL NEW 2 STORY 3 BEDOOM 2 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO","12912 STAYWELL WAY",30.15297,-97.630021
"229","9501 BUCKSTITCH SADDLE DR","New single-story SFR (4br/2ba) with attached garage covered patio and covered porch
EV charger is not optional.  It is required per IECC 2024.","9501 BUCKSTITCH SADDLE DRIVE",30.325559,-97.59241
"230","9004 BINNEWATER WAY","New 2-story single family residence 5 bed/5.5 bath attached garage covered porch and patio green building","9004 BINNEWATER WAY",30.142551,-97.712078
"231","1012 VARGAS RD","2-Unit use: New single-family residential 1-story manufactured home 3 bedroom 2 bath.","1012 VARGAS ROAD",30.231832,-97.695641
"232","9425 BUCKSTITCH SADDLE DR","New single-story SFR (4br/3ba) with attached garage covered patio and covered porch *PRODUCTION BUILDER- GREEN BUILDING*","9425 BUCKSTITCH SADDLE DRIVE",30.325685,-97.592498
"233","8000 BIRD SONG CIR","*PRODUCTION BUILDER- CONDO* - New construction of a 2-story single family dwelling in a condo regime. Duplex 3 bedroom 2.5 bath with attached garage (Unit A)","8000 BIRD SONG CIR",30.190507,-97.809103
